Tournament,Country,City,Coordinates,Date,Series,Court,Surface,Round,Best_of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-15,ATP Tour 500,Indoor,Hard,1st Round,3,Cressy M.,Van Rijthoven T.,Cressy M.,40,110,991,494,6-3 6-7 6-3
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-15,ATP Tour 500,Indoor,Hard,1st Round,3,Bonzi B.,Sinner J.,Sinner J.,48,14,884,2445,2-6 6-3 1-6
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-15,ATP Tour 500,Indoor,Hard,1st Round,3,Rune H.,Lestienne C.,Rune H.,9,54,3136,837,6-4 6-4
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-15,ATP Tour 500,Indoor,Hard,1st Round,3,Halys Q.,Van De Zandschulp B.,Van De Zandschulp B.,62,35,785,1135,7-5 4-6 6-7
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-15,ATP Tour 500,Indoor,Hard,1st Round,3,De Minaur A.,Rublev A.,De Minaur A.,25,5,1620,4065,6-4 6-4
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-15,ATP Tour 500,Indoor,Hard,2nd Round,3,Gasquet R.,Wawrinka S.,Wawrinka S.,45,130,910,422,3-6 3-6
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-15,ATP Tour 500,Indoor,Hard,2nd Round,3,Dimitrov G.,Hurkacz H.,Dimitrov G.,28,10,1440,2950,7-6 7-6
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-15,ATP Tour 500,Indoor,Hard,2nd Round,3,Zverev A.,Griekspoor T.,Griekspoor T.,17,61,2275,789,6-4 3-6 4-6
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-16,ATP Tour 500,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Barrere G.,Auger-Aliassime F.,8,71,3260,750,6-4 6-3
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-16,ATP Tour 500,Indoor,Hard,2nd Round,3,Van De Zandschulp B.,Medvedev D.,Medvedev D.,35,11,1135,2750,2-6 2-6
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-16,ATP Tour 500,Indoor,Hard,2nd Round,3,De Minaur A.,Cressy M.,De Minaur A.,25,40,1620,991,7-5 3-6 6-3
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-16,ATP Tour 500,Indoor,Hard,2nd Round,3,Tsitsipas S.,Sinner J.,Sinner J.,3,14,5940,2445,4-6 3-6
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-17,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Dimitrov G.,De Minaur A.,Dimitrov G.,28,25,1440,1620,6-3 3-6 7-6
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-17,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Medvedev D.,Medvedev D.,8,11,3260,2750,2-6 4-6
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-17,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Sinner J.,Wawrinka S.,Sinner J.,14,130,2445,422,6-1 6-3
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-17,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Brouwer G.,Griekspoor T.,Griekspoor T.,160,61,367,789,4-6 4-6
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-18,ATP Tour 500,Indoor,Hard,Semifinals,3,Medvedev D.,Dimitrov G.,Medvedev D.,11,28,2750,1440,6-1 6-2
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-18,ATP Tour 500,Indoor,Hard,Semifinals,3,Griekspoor T.,Sinner J.,Sinner J.,61,14,789,2445,5-7 6-7
ABN AMRO World Tennis Tournament,Netherlands,Rotterdam,"[4.4777, 51.9244]",2023-02-19,ATP Tour 500,Indoor,Hard,The Final,3,Medvedev D.,Sinner J.,Medvedev D.,11,14,2750,2445,5-7 6-2 6-2
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-20,ATP Tour 250,Outdoor,Hard,1st Round,3,Verdasco F.,O Connell C.,O Connell C.,154,94,381,567,1-6 6-3 0-6
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-20,ATP Tour 250,Outdoor,Hard,1st Round,3,Broady L.,Krutykh O.,Broady L.,147,167,396,355,6-0 4-6 7-6
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-20,ATP Tour 250,Outdoor,Hard,1st Round,3,Sonego L.,Murray A.,Murray A.,71,70,745,750,6-4 1-6 6-7
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-20,ATP Tour 250,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Lestienne C.,Davidovich Fokina A.,31,53,1300,841,6-4 6-3
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-21,ATP Tour 250,Outdoor,Hard,1st Round,3,Halys Q.,Griekspoor T.,Griekspoor T.,64,40,785,969,6-7 6-4 6-7
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-21,ATP Tour 250,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Ivashka I.,Van De Zandschulp B.,34,79,1160,651,6-2 7-5
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-21,ATP Tour 250,Outdoor,Hard,1st Round,3,Evans D.,Ruusuvuori E.,Ruusuvuori E.,29,51,1380,846,5-7 4-6
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-21,ATP Tour 250,Outdoor,Hard,1st Round,3,Muller A.,Basilashvili N.,Muller A.,170,113,345,475,7-6 6-7 6-4
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-21,ATP Tour 250,Outdoor,Hard,1st Round,3,Shelbayh A.,Kwon S.W.,Kwon S.W.,276,68,190,764,3-6 6-3 4-6
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-21,ATP Tour 250,Outdoor,Hard,1st Round,3,Lehecka J.,Dzumhur D.,Lehecka J.,52,213,842,266,6-3 7-6
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-21,ATP Tour 250,Outdoor,Hard,1st Round,3,Fucsovics M.,Bautista Agut R.,Bautista Agut R.,78,28,652,1490,6-7 7-5 4-6
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-22,ATP Tour 250,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Kubler J.,Auger-Aliassime F.,9,74,3200,693,4-6 6-1 6-4
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-22,ATP Tour 250,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Lehecka J.,Lehecka J.,51,52,846,842,2-6 6-7
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-22,ATP Tour 250,Outdoor,Hard,2nd Round,3,Muller A.,Van De Zandschulp B.,Muller A.,170,34,345,1160,6-2 6-4
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-22,ATP Tour 250,Outdoor,Hard,2nd Round,3,Griekspoor T.,Rublev A.,Rublev A.,40,5,969,3860,6-1 1-6 6-7
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-22,ATP Tour 250,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Kwon S.W.,Davidovich Fokina A.,31,68,1300,764,6-3 6-2
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-22,ATP Tour 250,Outdoor,Hard,2nd Round,3,Zverev A.,Murray A.,Murray A.,16,70,2320,750,6-7 6-2 5-7
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-22,ATP Tour 250,Outdoor,Hard,2nd Round,3,O Connell C.,Bautista Agut R.,O Connell C.,94,28,567,1490,3-6 7-6 6-4
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-22,ATP Tour 250,Outdoor,Hard,2nd Round,3,Broady L.,Medvedev D.,Medvedev D.,147,8,396,3250,4-6 3-6
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-23,ATP Tour 250,Outdoor,Hard,Quarterfinals,3,Lehecka J.,Rublev A.,Lehecka J.,52,5,842,3860,4-6 6-4 6-3
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-23,ATP Tour 250,Outdoor,Hard,Quarterfinals,3,Muller A.,Murray A.,Murray A.,170,70,345,750,6-4 1-6 2-6
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-23,ATP Tour 250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,O Connell C.,Medvedev D.,8,94,3250,567,6-2 4-6 7-5
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-23,ATP Tour 250,Outdoor,Hard,Quarterfinals,3,Davidovich Fokina A.,Auger-Aliassime F.,Auger-Aliassime F.,31,9,1300,3200,4-6 6-7
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-24,ATP Tour 250,Outdoor,Hard,Semifinals,3,Murray A.,Lehecka J.,Murray A.,70,52,750,842,6-0 3-6 7-6
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-24,ATP Tour 250,Outdoor,Hard,Semifinals,3,Auger-Aliassime F.,Medvedev D.,Medvedev D.,9,8,3200,3250,4-6 6-7
Qatar Exxon Mobil Open,Qatar,Doha,"[51.531, 25.2854]",2023-02-25,ATP Tour 250,Outdoor,Hard,The Final,3,Medvedev D.,Murray A.,Medvedev D.,8,70,3250,750,6-4 6-4
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-20,ATP Tour 250,Indoor,Hard,1st Round,3,Krajinovic F.,Bublik A.,Bublik A.,67,50,775,865,7-5 3-6 4-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-20,ATP Tour 250,Indoor,Hard,1st Round,3,Bonzi B.,Van Assche L.,Bonzi B.,60,146,794,397,7-5 7-5
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-20,ATP Tour 250,Indoor,Hard,1st Round,3,Bergs Z.,Wawrinka S.,Wawrinka S.,132,105,427,512,4-6 7-6 4-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-21,ATP Tour 250,Indoor,Hard,1st Round,3,Brouwer G.,Ymer E.,Brouwer G.,116,172,453,340,3-6 7-5 6-3
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-21,ATP Tour 250,Indoor,Hard,1st Round,3,Huesler M.A.,Barrere G.,Barrere G.,48,58,890,799,3-6 2-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-21,ATP Tour 250,Indoor,Hard,1st Round,3,Cressy M.,Blancaneaux G.,Cressy M.,37,152,1016,385,6-3 6-7 7-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-21,ATP Tour 250,Indoor,Hard,1st Round,3,Lokoli L.,Gasquet R.,Gasquet R.,173,43,339,935,6-7 6-2 6-7
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-21,ATP Tour 250,Indoor,Hard,1st Round,3,Goffin D.,Klein L.,Goffin D.,41,142,965,405,6-2 6-4
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-21,ATP Tour 250,Indoor,Hard,1st Round,3,Andujar P.,Ritschard A.,Ritschard A.,211,187,267,317,5-7 3-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-21,ATP Tour 250,Indoor,Hard,1st Round,3,Riedi L.,Rinderknech A.,Riedi L.,133,72,426,702,6-3 6-4
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-22,ATP Tour 250,Indoor,Hard,1st Round,3,Albot R.,Ymer M.,Ymer M.,99,69,533,761,3-6 6-7
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-22,ATP Tour 250,Indoor,Hard,1st Round,3,Fils A.,Safiullin R.,Fils A.,118,97,449,549,6-4 6-3
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-22,ATP Tour 250,Indoor,Hard,2nd Round,3,Cressy M.,Bonzi B.,Bonzi B.,37,60,1016,794,7-6 4-6 3-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-22,ATP Tour 250,Indoor,Hard,2nd Round,3,Bublik A.,Barrere G.,Bublik A.,50,58,865,799,6-4 6-2
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-22,ATP Tour 250,Indoor,Hard,2nd Round,3,Gasquet R.,Wawrinka S.,Wawrinka S.,43,105,935,512,6-4 5-7 2-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-23,ATP Tour 250,Indoor,Hard,2nd Round,3,Hurkacz H.,Riedi L.,Hurkacz H.,11,133,2995,426,4-6 6-3 6-2
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-23,ATP Tour 250,Indoor,Hard,2nd Round,3,Brouwer G.,Dimitrov G.,Dimitrov G.,116,25,453,1575,3-6 2-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-23,ATP Tour 250,Indoor,Hard,2nd Round,3,De Minaur A.,Ritschard A.,De Minaur A.,23,187,1710,317,6-3 6-3
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-24,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Ymer M.,Hurkacz H.,Hurkacz H.,69,11,761,2995,3-6 6-3 6-7
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-24,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Bublik A.,Dimitrov G.,Bublik A.,50,25,865,1575,7-5 3-6 7-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-24,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Wawrinka S.,Fils A.,Fils A.,105,118,512,449,2-6 3-6
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-24,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Bonzi B.,De Minaur A.,Bonzi B.,60,23,794,1710,6-2 6-4
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-25,ATP Tour 250,Indoor,Hard,Semifinals,3,Bublik A.,Hurkacz H.,Hurkacz H.,50,11,865,2995,4-6 6-7
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-25,ATP Tour 250,Indoor,Hard,Semifinals,3,Bonzi B.,Fils A.,Bonzi B.,60,118,794,449,6-4 6-4
Open 13,France,Marseille,"[5.3698, 43.2965]",2023-02-26,ATP Tour 250,Indoor,Hard,The Final,3,Bonzi B.,Hurkacz H.,Hurkacz H.,60,11,794,2995,3-6 6-7
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-20,ATP Tour 500,Outdoor,Clay,1st Round,3,Dellien H.,Sousa J.,Dellien H.,111,143,491,401,6-0 6-2
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-20,ATP Tour 500,Outdoor,Clay,1st Round,3,Fonseca J.,Molcan A.,Molcan A.,827,54,20,830,0-6 3-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-20,ATP Tour 500,Outdoor,Clay,1st Round,3,Martinez P.,Garin C.,Martinez P.,76,98,681,546,7-6 6-4
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-20,ATP Tour 500,Outdoor,Clay,1st Round,3,Thiem D.,Monteiro T.,Monteiro T.,96,83,550,631,1-6 6-3 6-7
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-21,ATP Tour 500,Outdoor,Clay,1st Round,3,Jarry N.,Musetti L.,Jarry N.,139,18,416,1855,6-4 6-1
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-21,ATP Tour 500,Outdoor,Clay,1st Round,3,Carballes Baena R.,Cerundolo F.,Cerundolo F.,73,33,695,1230,6-4 3-6 3-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-21,ATP Tour 500,Outdoor,Clay,1st Round,3,Galan D.E.,Cachin P.,Galan D.E.,88,59,594,797,7-6 6-4
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-21,ATP Tour 500,Outdoor,Clay,1st Round,3,Gaston H.,Varillas J.P.,Varillas J.P.,106,81,509,643,5-7 4-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-21,ATP Tour 500,Outdoor,Clay,1st Round,3,Norrie C.,Cerundolo J.M.,Norrie C.,13,107,2615,505,7-5 6-1
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-22,ATP Tour 500,Outdoor,Clay,1st Round,3,Munar J.,Zapata Miralles B.,Zapata Miralles B.,66,63,777,786,3-6 5-7
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-22,ATP Tour 500,Outdoor,Clay,1st Round,3,Lajovic D.,Schwartzman D.,Lajovic D.,80,38,648,1010,6-1 6-4
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-22,ATP Tour 500,Outdoor,Clay,1st Round,3,Etcheverry T.,Ramos-Vinolas A.,Ramos-Vinolas A.,75,47,684,890,7-5 4-6 4-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-22,ATP Tour 500,Outdoor,Clay,1st Round,3,Fognini F.,Barrios M.,Fognini F.,86,196,598,301,6-2 6-3
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-22,ATP Tour 500,Outdoor,Clay,1st Round,3,Alves M.,Alcaraz C.,Alcaraz C.,556,2,60,6480,4-6 4-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-22,ATP Tour 500,Outdoor,Clay,1st Round,3,Baez S.,Bellucci T.,Baez S.,35,915,1105,14,6-3 6-2
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-22,ATP Tour 500,Outdoor,Clay,2nd Round,3,Molcan A.,Dellien H.,Dellien H.,54,111,830,491,6-1 2-6 2-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-23,ATP Tour 500,Outdoor,Clay,2nd Round,3,Norrie C.,Monteiro T.,Norrie C.,13,83,2615,631,7-5 7-5
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-23,ATP Tour 500,Outdoor,Clay,2nd Round,3,Cerundolo F.,Zapata Miralles B.,Zapata Miralles B.,33,63,1230,786,1-6 6-4 1-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-23,ATP Tour 500,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Galan D.E.,Ramos-Vinolas A.,47,88,890,594,6-2 6-4
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-23,ATP Tour 500,Outdoor,Clay,2nd Round,3,Martinez P.,Jarry N.,Jarry N.,76,139,681,416,2-6 2-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-23,ATP Tour 500,Outdoor,Clay,2nd Round,3,Baez S.,Varillas J.P.,Baez S.,35,81,1105,643,7-5 7-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-23,ATP Tour 500,Outdoor,Clay,2nd Round,3,Fognini F.,Alcaraz C.,Alcaraz C.,86,2,598,6480,7-6 2-6 4-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-24,ATP Tour 500,Outdoor,Clay,2nd Round,3,Lajovic D.,Djere L.,Lajovic D.,80,57,648,806,6-2 6-4
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-24,ATP Tour 500,Outdoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Zapata Miralles B.,Zapata Miralles B.,47,63,890,786,4-6 6-2 4-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-24,ATP Tour 500,Outdoor,Clay,Quarterfinals,3,Norrie C.,Dellien H.,Norrie C.,13,111,2615,491,4-6 6-1 6-4
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-24,ATP Tour 500,Outdoor,Clay,Quarterfinals,3,Lajovic D.,Alcaraz C.,Alcaraz C.,80,2,648,6480,4-6 6-7
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-25,ATP Tour 500,Outdoor,Clay,Quarterfinals,3,Jarry N.,Baez S.,Jarry N.,139,35,416,1105,6-3 7-6
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-25,ATP Tour 500,Outdoor,Clay,Semifinals,3,Zapata Miralles B.,Norrie C.,Norrie C.,63,13,786,2615,2-6 6-3 6-7
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-25,ATP Tour 500,Outdoor,Clay,Semifinals,3,Alcaraz C.,Jarry N.,Alcaraz C.,2,139,6480,416,6-7 7-5 6-0
Rio Open,Brazil,Rio de Janeiro,"[-43.1729, -22.9068]",2023-02-26,ATP Tour 500,Outdoor,Clay,The Final,3,Alcaraz C.,Norrie C.,Norrie C.,2,13,6480,2615,7-5 4-6 5-7
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Mmoh M.,Giron M.,Mmoh M.,86,69,624,731,7-6 6-1
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Isner J.,Fritz T.,Fritz T.,38,5,995,3660,6-3 3-6 4-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Shapovalov D.,Kecmanovic M.,Shapovalov D.,30,31,1335,1290,6-7 6-0 7-5
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Shelton B.,Rune H.,Rune H.,41,10,964,3161,7-6 4-6 2-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Lopez F.,Eubanks C.,Lopez F.,1035,105,10,524,7-6 6-4
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Nishioka Y.,Tiafoe F.,Tiafoe F.,34,15,1142,2350,6-7 4-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Daniel T.,Wolf J.J.,Daniel T.,125,44,448,951,6-4 6-4
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Gomez E.,Paul T.,Paul T.,90,23,603,1700,1-6 6-7
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-02-28,ATP Tour 500,Outdoor,Hard,1st Round,3,Ruud C.,Andreozzi G.,Ruud C.,4,342,5515,144,6-4 4-6 7-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-01,ATP Tour 500,Outdoor,Hard,1st Round,3,Chappell N.,Borges N.,Borges N.,432,85,101,625,3-6 6-7
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-01,ATP Tour 500,Outdoor,Hard,1st Round,3,Ymer E.,Mannarino A.,Ymer E.,170,64,340,791,5-7 6-3 6-4
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-01,ATP Tour 500,Outdoor,Hard,1st Round,3,Altmaier D.,Nakashima B.,Nakashima B.,95,49,564,902,3-6 6-3 1-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-01,ATP Tour 500,Outdoor,Hard,1st Round,3,Mcdonald M.,Darderi L.,Mcdonald M.,62,184,795,321,6-0 6-2
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-01,ATP Tour 500,Outdoor,Hard,1st Round,3,Pacheco Mendez R.,De Minaur A.,De Minaur A.,1244,22,5,1710,1-6 2-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-02,ATP Tour 500,Outdoor,Hard,2nd Round,3,Mcdonald M.,Nakashima B.,Mcdonald M.,62,49,795,902,6-2 6-0
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-02,ATP Tour 500,Outdoor,Hard,2nd Round,3,Lopez F.,Tiafoe F.,Tiafoe F.,1035,15,10,2350,2-6 6-7
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-02,ATP Tour 500,Outdoor,Hard,2nd Round,3,Daniel T.,Ruud C.,Daniel T.,125,4,448,5515,7-5 2-6 7-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-02,ATP Tour 500,Outdoor,Hard,2nd Round,3,Berrettini J.,De Minaur A.,De Minaur A.,842,22,19,1710,1-6 0-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-02,ATP Tour 500,Outdoor,Hard,2nd Round,3,Berrettini M.,Ymer E.,Berrettini M.,24,170,1690,340,6-3 6-3
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-02,ATP Tour 500,Outdoor,Hard,2nd Round,3,Shapovalov D.,Fritz T.,Fritz T.,30,5,1335,3660,4-6 4-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-02,ATP Tour 500,Outdoor,Hard,2nd Round,3,Rune H.,Borges N.,Rune H.,10,85,3161,625,6-0 6-2
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-02,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Mcdonald M.,Paul T.,Paul T.,62,23,795,1700,2-6 2-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-03,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Daniel T.,De Minaur A.,22,125,1710,448,6-2 6-2
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-03,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Tiafoe F.,Fritz T.,Fritz T.,15,5,2350,3660,3-6 4-6
Abierto Mexicano,Mexico,Acapulco,"[-99.8237, 16.8531]",2023-03-04,ATP Tour 500,Outdoor,Hard,Semifinals,3,Paul T.,Fritz T.,Paul T.,23,5,1700,3660,6-3 6-7 7-6
